file,point_index,series,x_px,y_px,rssi,rssi_float,area
8.PNG,28,yellow,652.5,1037.5,-88,-87.99,440
8.PNG,29,yellow,669.2,1117.5,-91,-91.01,482
8.PNG,30,yellow,709.5,1011.5,-87,-87.01,440
8.PNG,31,yellow,719.5,1063.5,-89,-88.97,440
8.PNG,32,yellow,729.8,1037.5,-88,-87.99,410
8.PNG,33,yellow,749.9,1037.5,-88,-87.99,426
8.PNG,34,yellow,762.5,1249.5,-96,-96.0,440
8.PNG,35,yellow,773.5,1090.5,-90,-89.99,440
8.PNG,36,yellow,788.5,958.5,-85,-85.0,440
8.PNG,37,yellow,803.5,1063.5,-89,-88.97,440
8.PNG,38,yellow,814.5,931.5,-84,-83.98,440
8.PNG,39,yellow,827.5,984.5,-86,-85.99,440
8.PNG,40,yellow,842.5,1011.5,-87,-87.01,440
8.PNG,41,yellow,852.5,1090.5,-90,-89.99,440
8.PNG,42,yellow,859.5,1063.5,-89,-88.97,440
8.PNG,43,yellow,878.5,1170.5,-93,-93.01,440
8.PNG,44,yellow,896.5,1011.5,-87,-87.01,440
8.PNG,45,yellow,909.5,1196.5,-94,-94.0,440
8.PNG,46,yellow,920.5,1143.5,-92,-91.99,440
8.PNG,47,yellow,937.5,1117.5,-91,-91.01,440
8.PNG,48,yellow,947.5,1063.5,-89,-88.97,440
8.PNG,49,yellow,964.0,905.5,-83,-83.0,560
8.PNG,50,yellow,988.5,1063.5,-89,-88.97,440
8.PNG,51,yellow,1002.5,1090.5,-90,-89.99,440
8.PNG,52,yellow,1011.5,1037.5,-88,-87.99,356
8.PNG,53,yellow,1028.0,1037.5,-88,-87.99,376
8.PNG,54,yellow,1035.5,1170.5,-93,-93.01,440
8.PNG,55,yellow,1057.5,1011.5,-87,-87.01,440
8.PNG,56,yellow,1070.5,1143.5,-92,-91.99,440
9.PNG,1,yellow,257.5,984.5,-86,-85.98,440
9.PNG,2,yellow,267.5,1090.5,-90,-89.98,440
9.PNG,3,yellow,281.5,984.5,-86,-85.98,440
9.PNG,4,yellow,290.5,878.5,-82,-81.98,440
9.PNG,5,yellow,308.5,984.5,-86,-85.98,440
9.PNG,6,yellow,320.5,799.5,-79,-79.0,440
9.PNG,7,yellow,332.6,878.5,-82,-81.98,358
9.PNG,8,yellow,348.4,878.5,-82,-81.98,358
9.PNG,9,yellow,360.5,799.5,-79,-79.0,440
9.PNG,10,yellow,374.5,984.5,-86,-85.98,440
9.PNG,11,yellow,386.5,958.5,-85,-85.0,440
9.PNG,12,yellow,401.5,852.5,-81,-81.0,440
9.PNG,13,yellow,414.5,878.5,-82,-81.98,441
9.PNG,14,yellow,426.5,1117.5,-91,-91.0,440
9.PNG,15,yellow,440.5,878.5,-82,-81.98,440
9.PNG,16,yellow,453.0,958.5,-85,-85.0,376
9.PNG,17,yellow,470.0,958.5,-85,-85.0,376
9.PNG,18,yellow,481.5,799.5,-79,-79.0,440
9.PNG,19,yellow,495.5,931.5,-84,-83.98,440
9.PNG,20,yellow,506.6,852.5,-81,-81.0,358
9.PNG,21,yellow,520.4,852.5,-81,-81.0,272
9.PNG,22,yellow,534.9,852.5,-81,-81.0,370
9.PNG,23,yellow,549.5,799.5,-79,-79.0,440
9.PNG,24,yellow,556.4,852.5,-81,-81.0,442
9.PNG,25,yellow,574.5,825.5,-80,-79.98,441
9.PNG,26,yellow,588.5,1037.5,-88,-87.98,440
9.PNG,27,yellow,598.5,1090.5,-90,-89.98,440
9.PNG,28,yellow,617.5,1063.5,-89,-88.96,672
9.PNG,29,yellow,641.5,984.5,-86,-85.98,440
9.PNG,30,yellow,652.5,878.5,-82,-81.98,440
9.PNG,31,yellow,669.5,905.5,-83,-83.0,440
9.PNG,32,yellow,679.5,1011.5,-87,-87.0,440
9.PNG,33,yellow,694.5,931.5,-84,-83.98,440
9.PNG,34,yellow,709.5,905.5,-83,-83.0,440
9.PNG,35,yellow,722.5,852.5,-81,-81.0,440
9.PNG,36,yellow,736.5,905.5,-83,-83.0,441
9.PNG,37,yellow,748.5,958.5,-85,-85.0,440
9.PNG,38,yellow,760.5,1063.5,-89,-88.96,440
9.PNG,39,yellow,774.5,1090.5,-90,-89.98,440
9.PNG,40,yellow,787.5,905.5,-83,-83.0,440
9.PNG,41,yellow,794.5,852.5,-81,-81.0,440
9.PNG,42,yellow,814.5,1090.5,-90,-89.98,440
9.PNG,43,yellow,825.5,852.5,-81,-81.0,440
9.PNG,44,yellow,832.5,931.5,-84,-83.98,440
9.PNG,45,yellow,853.5,878.5,-82,-81.98,440
9.PNG,46,yellow,865.5,984.5,-86,-85.98,440
9.PNG,47,yellow,883.5,1037.5,-88,-87.98,441
9.PNG,48,yellow,894.6,958.5,-85,-85.0,358
9.PNG,49,yellow,909.9,958.5,-85,-85.0,336
9.PNG,50,yellow,922.5,984.5,-86,-85.98,440
9.PNG,51,yellow,934.5,958.5,-85,-85.0,440
9.PNG,52,yellow,949.5,905.5,-83,-83.0,440
9.PNG,53,yellow,960.5,1011.5,-87,-87.0,440
9.PNG,54,yellow,974.6,1063.5,-89,-88.96,358
9.PNG,55,yellow,993.4,1063.5,-89,-88.96,502
9.PNG,56,yellow,1016.5,931.5,-84,-83.98,440
9.PNG,57,yellow,1023.5,878.5,-82,-81.98,440
9.PNG,58,yellow,1040.5,825.5,-80,-79.98,440
9.PNG,59,yellow,1050.5,852.5,-81,-81.0,441
9.PNG,60,yellow,1070.5,825.5,-80,-79.98,440
10.PNG,1,yellow,257.5,1176.5,-91,-90.98,440
10.PNG,2,yellow,267.5,1057.5,-85,-85.0,440
10.PNG,3,yellow,280.5,997.5,-82,-81.98,440
10.PNG,4,yellow,293.5,1077.5,-86,-86.0,440
10.PNG,5,yellow,308.5,997.5,-82,-81.98,440
10.PNG,6,yellow,320.5,958.5,-80,-80.02,440
10.PNG,7,yellow,333.5,1077.5,-86,-86.0,440
10.PNG,8,yellow,347.5,1017.5,-83,-82.99,440
10.PNG,9,yellow,360.5,1077.5,-86,-86.0,440
10.PNG,10,yellow,374.5,1037.5,-84,-83.99,440
10.PNG,11,yellow,386.5,1117.5,-88,-88.01,440
10.PNG,12,yellow,399.5,1037.5,-84,-83.99,356
10.PNG,13,yellow,416.0,1037.5,-84,-83.99,376
10.PNG,14,yellow,428.5,1057.5,-85,-85.0,440
10.PNG,15,yellow,440.5,1077.5,-86,-86.0,442
10.PNG,16,yellow,453.5,1117.5,-88,-88.01,440
10.PNG,17,yellow,466.5,1037.5,-84,-83.99,440
10.PNG,18,yellow,479.5,958.5,-80,-80.02,440
10.PNG,19,yellow,495.5,1077.5,-86,-86.0,440
10.PNG,20,yellow,508.5,1136.5,-89,-88.97,440
10.PNG,21,yellow,521.5,1037.5,-84,-83.99,440
10.PNG,22,yellow,533.5,1017.5,-83,-82.99,442
10.PNG,23,yellow,548.5,918.5,-78,-78.01,440
10.PNG,24,yellow,560.5,1216.5,-93,-92.99,440
10.PNG,25,yellow,575.5,1077.5,-86,-86.0,440
10.PNG,26,yellow,586.1,1017.5,-83,-82.99,336
10.PNG,27,yellow,599.3,1017.5,-83,-82.99,268
10.PNG,28,yellow,614.6,1017.5,-83,-82.99,394
10.PNG,29,yellow,627.6,997.5,-82,-81.98,358
10.PNG,30,yellow,643.4,997.5,-82,-81.98,358
10.PNG,31,yellow,653.5,1077.5,-86,-86.0,440
10.PNG,32,yellow,662.5,958.5,-80,-80.02,440
10.PNG,33,yellow,679.5,997.5,-82,-81.98,440
10.PNG,34,yellow,695.5,1097.3,-87,-87.0,431
10.PNG,35,yellow,702.5,1117.7,-88,-88.03,431
10.PNG,36,yellow,719.5,1236.5,-94,-94.0,440
10.PNG,37,yellow,731.5,1136.5,-89,-88.97,440
10.PNG,38,yellow,746.5,938.5,-79,-79.01,440
10.PNG,39,yellow,762.3,977.5,-81,-80.97,434
10.PNG,40,yellow,775.5,938.5,-79,-79.01,440
10.PNG,41,yellow,784.3,977.5,-81,-80.97,396
10.PNG,42,yellow,803.2,977.7,-81,-80.98,405
10.PNG,43,yellow,812.6,958.3,-80,-80.01,433
10.PNG,44,yellow,829.5,938.5,-79,-79.01,440
10.PNG,45,yellow,843.5,1037.5,-84,-83.99,440
10.PNG,46,yellow,855.5,977.5,-81,-80.97,441
10.PNG,47,yellow,868.5,997.5,-82,-81.98,441
10.PNG,48,yellow,879.6,1057.5,-85,-85.0,358
10.PNG,49,yellow,894.9,1057.5,-85,-85.0,336
10.PNG,50,yellow,909.5,938.5,-79,-79.01,439
10.PNG,51,yellow,919.4,958.5,-80,-80.02,393
10.PNG,52,yellow,937.6,958.5,-80,-80.02,394
10.PNG,53,yellow,948.5,1077.5,-86,-86.0,440
10.PNG,54,yellow,956.8,938.5,-79,-79.01,410
10.PNG,55,yellow,976.2,938.5,-79,-79.01,410
10.PNG,56,yellow,988.5,1037.5,-84,-83.99,440
10.PNG,57,yellow,1003.5,1057.5,-85,-85.0,441
10.PNG,58,yellow,1016.5,1077.5,-86,-86.0,441
10.PNG,59,yellow,1029.5,977.5,-81,-80.97,440
10.PNG,60,yellow,1043.5,997.5,-82,-81.98,440
10.PNG,61,yellow,1053.5,958.5,-80,-80.02,440
10.PNG,62,yellow,1070.5,898.5,-77,-77.0,440
