file,point_index,series,x_px,y_px,rssi,rssi_float,area
8.PNG,26,blue,590.5,878.5,-70,-70.01,448
8.PNG,27,yellow,604.5,1005.5,-78,-77.99,440
8.PNG,28,yellow,618.5,973.5,-76,-75.98,440
8.PNG,29,blue,628.5,862.5,-69,-69.0,448
8.PNG,30,yellow,645.5,894.5,-71,-71.01,440
8.PNG,31,yellow,658.5,1005.5,-78,-77.99,440
8.PNG,32,yellow,669.5,926.5,-73,-73.02,440
8.PNG,33,yellow,687.5,973.5,-76,-75.98,440
8.PNG,34,yellow,694.0,1005.5,-78,-77.99,376
8.PNG,35,yellow,711.6,1005.5,-78,-77.99,396
8.PNG,36,yellow,725.5,1069.5,-82,-82.0,441
8.PNG,37,yellow,737.5,1132.5,-86,-85.96,440
8.PNG,38,yellow,753.5,973.5,-76,-75.98,440
8.PNG,39,yellow,763.5,1005.5,-78,-77.99,440
8.PNG,40,yellow,774.5,1244.5,-93,-93.0,440
8.PNG,41,yellow,794.5,1037.5,-80,-80.0,440
8.PNG,42,blue,807.5,878.5,-70,-70.01,448
8.PNG,43,yellow,821.5,910.5,-72,-72.02,440
8.PNG,44,blue,833.4,878.6,-70,-70.01,443
8.PNG,45,blue,848.6,862.4,-69,-69.0,443
8.PNG,46,yellow,855.5,894.5,-71,-71.01,440
8.PNG,47,blue,874.5,846.5,-68,-68.0,448
8.PNG,48,yellow,885.5,926.5,-73,-73.02,440
8.PNG,49,yellow,901.5,1037.5,-80,-80.0,440
8.PNG,50,yellow,915.5,958.5,-75,-75.03,440
8.PNG,51,yellow,925.5,1005.5,-78,-77.99,440
8.PNG,52,yellow,941.5,894.5,-71,-71.01,440
8.PNG,53,yellow,957.5,958.5,-75,-75.03,440
8.PNG,54,yellow,967.5,910.5,-72,-72.02,441
8.PNG,55,yellow,984.5,926.5,-73,-73.02,441
8.PNG,56,yellow,995.5,1260.5,-94,-94.0,440
8.PNG,57,yellow,1008.5,1037.5,-80,-80.0,440
8.PNG,58,yellow,1019.5,1132.5,-86,-85.96,440
8.PNG,59,yellow,1034.5,1037.5,-80,-80.0,440
8.PNG,60,yellow,1050.5,958.5,-75,-75.04,441
8.PNG,61,yellow,1064.3,927.6,-73,-73.09,397
8.PNG,62,yellow,1070.5,909.7,-72,-71.97,410
9.PNG,1,yellow,257.4,1077.4,-76,-76.01,435
9.PNG,2,yellow,267.5,1097.5,-77,-77.03,439
9.PNG,3,yellow,280.5,1156.5,-80,-80.0,356
9.PNG,4,yellow,297.0,1156.5,-80,-80.0,376
9.PNG,5,blue,309.5,958.5,-70,-70.02,448
9.PNG,6,yellow,319.5,1017.5,-73,-72.99,440
9.PNG,7,blue,336.5,958.5,-70,-70.02,448
9.PNG,8,yellow,349.5,1156.5,-80,-80.0,440
9.PNG,9,yellow,363.5,1136.5,-79,-78.99,440
9.PNG,10,yellow,376.5,1117.5,-78,-78.03,441
9.PNG,11,yellow,389.5,1017.5,-73,-72.99,441
9.PNG,12,yellow,402.5,997.5,-72,-71.99,441
9.PNG,13,yellow,416.5,1117.5,-78,-78.03,441
9.PNG,14,yellow,429.5,1097.5,-77,-77.03,441
9.PNG,15,yellow,443.5,1156.5,-80,-80.0,440
9.PNG,16,yellow,455.5,1117.5,-78,-78.03,440
9.PNG,17,yellow,469.5,1077.5,-76,-76.02,441
9.PNG,18,yellow,482.5,1097.5,-77,-77.02,441
9.PNG,19,yellow,496.5,1216.5,-83,-83.02,440
9.PNG,20,yellow,510.5,1176.5,-81,-81.0,440
9.PNG,21,yellow,523.5,1037.5,-74,-74.0,440
9.PNG,22,yellow,537.5,977.5,-71,-70.98,440
9.PNG,23,blue,551.5,918.5,-68,-68.01,448
9.PNG,24,yellow,563.5,997.5,-72,-71.99,441
9.PNG,25,yellow,572.5,1077.5,-76,-76.02,441
9.PNG,26,yellow,589.5,997.5,-72,-71.99,440
9.PNG,27,yellow,604.5,1057.5,-75,-75.01,440
9.PNG,28,yellow,618.5,997.5,-72,-71.99,440
9.PNG,29,yellow,630.5,1136.5,-79,-78.99,440
9.PNG,30,blue,644.5,958.5,-70,-70.02,448
9.PNG,31,yellow,657.5,1077.5,-76,-76.02,440
9.PNG,32,yellow,669.5,1057.5,-75,-75.01,442
9.PNG,33,yellow,675.5,1117.5,-78,-78.03,440
9.PNG,34,yellow,698.5,1037.5,-74,-74.0,440
9.PNG,35,yellow,710.5,1057.5,-75,-75.01,442
9.PNG,36,yellow,725.5,1077.5,-76,-76.02,441
9.PNG,37,yellow,737.5,1156.5,-80,-80.0,440
9.PNG,38,yellow,750.5,1097.5,-77,-77.02,440
9.PNG,39,yellow,761.5,1057.5,-75,-75.01,440
9.PNG,40,yellow,777.5,1117.5,-78,-78.03,441
9.PNG,41,yellow,791.5,1136.5,-79,-78.99,441
9.PNG,42,blue,804.5,958.5,-70,-70.02,448
9.PNG,43,yellow,814.4,1136.5,-79,-78.99,394
9.PNG,44,yellow,833.2,1136.5,-79,-78.99,412
9.PNG,45,yellow,843.5,1295.5,-87,-87.0,440
9.PNG,46,yellow,859.5,1097.5,-77,-77.02,440
9.PNG,47,yellow,870.5,977.5,-71,-70.98,438
9.PNG,48,blue,884.5,958.5,-70,-70.02,450
9.PNG,49,blue,897.5,938.5,-69,-69.01,450
9.PNG,50,yellow,911.5,997.5,-72,-71.99,356
9.PNG,51,yellow,928.0,997.5,-72,-71.99,376
9.PNG,52,blue,938.5,938.5,-69,-69.01,448
9.PNG,53,yellow,951.5,1077.5,-76,-76.02,440
9.PNG,54,yellow,965.5,977.5,-71,-70.98,440
9.PNG,55,yellow,977.5,1156.5,-80,-80.0,440
9.PNG,56,yellow,989.5,1017.5,-73,-72.99,440
9.PNG,57,blue,1006.5,898.5,-67,-67.0,449
9.PNG,58,blue,1018.5,918.5,-68,-68.01,445
9.PNG,59,blue,1029.5,938.5,-69,-69.02,446
9.PNG,60,yellow,1042.4,1117.5,-78,-78.03,394
9.PNG,61,yellow,1061.2,1117.5,-78,-78.03,413
9.PNG,62,blue,1070.5,958.5,-70,-70.02,448
10.PNG,1,yellow,257.5,779.5,-71,-71.01,440
10.PNG,2,yellow,268.5,858.5,-75,-74.98,440
10.PNG,3,yellow,282.5,838.5,-74,-73.98,440
10.PNG,4,blue,297.5,759.5,-70,-70.0,448
10.PNG,5,yellow,309.5,997.5,-82,-81.98,441
10.PNG,6,yellow,322.3,977.5,-81,-80.98,435
10.PNG,7,yellow,335.5,838.5,-74,-73.98,440
10.PNG,8,yellow,345.4,977.5,-81,-80.97,442
10.PNG,9,blue,362.5,759.5,-70,-70.0,448
10.PNG,10,yellow,375.5,898.5,-77,-77.0,440
10.PNG,11,yellow,390.5,918.5,-78,-78.0,440
10.PNG,12,yellow,402.5,878.5,-76,-75.99,440
10.PNG,13,yellow,416.5,858.5,-75,-74.98,440
10.PNG,14,yellow,429.5,898.5,-77,-77.0,440
10.PNG,15,yellow,443.5,1057.5,-85,-85.0,440
10.PNG,16,yellow,455.5,1176.5,-91,-90.99,440
10.PNG,17,yellow,468.5,918.5,-78,-78.0,356
10.PNG,18,yellow,485.0,918.5,-78,-78.0,376
10.PNG,19,yellow,497.5,1077.5,-86,-86.01,441
10.PNG,20,yellow,510.5,1057.5,-85,-85.0,441
10.PNG,21,yellow,522.5,838.5,-74,-73.98,356
10.PNG,22,yellow,539.0,838.5,-74,-73.98,376
10.PNG,23,yellow,551.5,1077.5,-86,-86.01,440
10.PNG,24,yellow,562.0,1017.5,-83,-82.99,377
10.PNG,25,yellow,578.5,1017.5,-83,-82.99,356
10.PNG,26,yellow,589.5,818.5,-73,-72.97,440
10.PNG,27,yellow,600.5,977.5,-81,-80.97,440
10.PNG,28,yellow,613.5,1097.5,-87,-87.02,440
10.PNG,29,yellow,628.5,838.5,-74,-73.98,356
10.PNG,30,yellow,645.0,838.5,-74,-73.98,375
10.PNG,31,yellow,654.5,818.5,-73,-72.97,439
10.PNG,32,yellow,670.5,878.5,-76,-75.99,440
10.PNG,33,yellow,684.5,1097.5,-87,-87.02,440
10.PNG,34,yellow,696.5,779.5,-71,-71.01,440
10.PNG,35,yellow,712.5,838.5,-74,-73.98,440
10.PNG,36,yellow,724.5,958.5,-80,-80.02,441
10.PNG,37,yellow,737.5,838.5,-74,-73.98,440
10.PNG,38,yellow,752.5,858.5,-75,-74.98,440
10.PNG,39,yellow,765.5,997.5,-82,-81.98,440
10.PNG,40,yellow,777.5,977.5,-81,-80.98,442
10.PNG,41,yellow,790.5,1037.5,-84,-84.0,440
10.PNG,42,yellow,803.5,1156.5,-90,-89.99,440
10.PNG,43,yellow,818.5,898.5,-77,-77.0,440
10.PNG,44,yellow,830.5,878.5,-76,-75.99,442
10.PNG,45,yellow,844.5,1017.5,-83,-82.99,440
10.PNG,46,yellow,856.5,858.5,-75,-74.98,440
10.PNG,47,yellow,869.5,1117.5,-88,-88.02,440
10.PNG,48,yellow,885.5,838.5,-74,-73.98,440
10.PNG,49,yellow,897.5,938.5,-79,-79.01,441
10.PNG,50,blue,913.5,759.5,-70,-70.0,448
10.PNG,51,yellow,924.5,997.5,-82,-81.98,440
10.PNG,52,yellow,938.5,878.5,-76,-75.99,440
10.PNG,53,yellow,950.5,938.5,-79,-79.01,440
10.PNG,54,blue,961.5,759.5,-70,-70.0,448
10.PNG,55,yellow,983.5,878.5,-76,-75.99,628
10.PNG,56,yellow,998.5,1196.5,-92,-92.0,440
10.PNG,57,yellow,1016.5,997.5,-82,-81.98,440
10.PNG,58,yellow,1038.5,799.5,-72,-72.01,672
10.PNG,59,yellow,1060.5,898.5,-77,-77.0,441
10.PNG,60,yellow,1070.5,858.5,-75,-74.98,440
